id,province,adcode,model,regYear,regMonth,forecastVolum
271,山东,370000,8c915fe4632fb9fa,2018,1,
272,山西,140000,8c915fe4632fb9fa,2018,1,
273,广东,440000,8c915fe4632fb9fa,2018,1,
274,广西,450000,8c915fe4632fb9fa,2018,1,
275,江苏,320000,8c915fe4632fb9fa,2018,1,
276,江西,360000,8c915fe4632fb9fa,2018,1,
277,河北,130000,8c915fe4632fb9fa,2018,1,
278,河南,410000,8c915fe4632fb9fa,2018,1,
279,浙江,330000,8c915fe4632fb9fa,2018,1,
280,湖北,420000,8c915fe4632fb9fa,2018,1,
281,湖南,430000,8c915fe4632fb9fa,2018,1,
282,福建,350000,8c915fe4632fb9fa,2018,1,
283,辽宁,210000,8c915fe4632fb9fa,2018,1,
284,重庆,500000,8c915fe4632fb9fa,2018,1,
285,陕西,610000,8c915fe4632fb9fa,2018,1,
286,黑龙江,230000,8c915fe4632fb9fa,2018,1,
287,上海,310000,6155b214590c66e6,2018,1,
288,云南,530000,6155b214590c66e6,2018,1,
289,内蒙古,150000,6155b214590c66e6,2018,1,
290,北京,110000,6155b214590c66e6,2018,1,
291,四川,510000,6155b214590c66e6,2018,1,
292,安徽,340000,6155b214590c66e6,2018,1,
293,山东,370000,6155b214590c66e6,2018,1,
294,山西,140000,6155b214590c66e6,2018,1,
295,广东,440000,6155b214590c66e6,2018,1,
296,广西,450000,6155b214590c66e6,2018,1,
297,江苏,320000,6155b214590c66e6,2018,1,
298,江西,360000,6155b214590c66e6,2018,1,
299,河北,130000,6155b214590c66e6,2018,1,
300,河南,410000,6155b214590c66e6,2018,1,
301,浙江,330000,6155b214590c66e6,2018,1,
302,湖北,420000,6155b214590c66e6,2018,1,
303,湖南,430000,6155b214590c66e6,2018,1,
304,福建,350000,6155b214590c66e6,2018,1,
305,辽宁,210000,6155b214590c66e6,2018,1,
306,重庆,500000,6155b214590c66e6,2018,1,
307,陕西,610000,6155b214590c66e6,2018,1,
308,黑龙江,230000,6155b214590c66e6,2018,1,
309,上海,310000,28e29f2c03dcd84c,2018,1,
310,云南,530000,28e29f2c03dcd84c,2018,1,
311,内蒙古,150000,28e29f2c03dcd84c,2018,1,
312,北京,110000,28e29f2c03dcd84c,2018,1,
313,四川,510000,28e29f2c03dcd84c,2018,1,
314,安徽,340000,28e29f2c03dcd84c,2018,1,
315,山东,370000,28e29f2c03dcd84c,2018,1,
316,山西,140000,28e29f2c03dcd84c,2018,1,
317,广东,440000,28e29f2c03dcd84c,2018,1,
318,广西,450000,28e29f2c03dcd84c,2018,1,
319,江苏,320000,28e29f2c03dcd84c,2018,1,
320,江西,360000,28e29f2c03dcd84c,2018,1,
321,河北,130000,28e29f2c03dcd84c,2018,1,
322,河南,410000,28e29f2c03dcd84c,2018,1,
323,浙江,330000,28e29f2c03dcd84c,2018,1,
324,湖北,420000,28e29f2c03dcd84c,2018,1,
325,湖南,430000,28e29f2c03dcd84c,2018,1,
326,福建,350000,28e29f2c03dcd84c,2018,1,
327,辽宁,210000,28e29f2c03dcd84c,2018,1,
328,重庆,500000,28e29f2c03dcd84c,2018,1,
329,陕西,610000,28e29f2c03dcd84c,2018,1,
330,黑龙江,230000,28e29f2c03dcd84c,2018,1,
331,上海,310000,37aa9169b575ef79,2018,1,
332,云南,530000,37aa9169b575ef79,2018,1,
333,内蒙古,150000,37aa9169b575ef79,2018,1,
334,北京,110000,37aa9169b575ef79,2018,1,
335,四川,510000,37aa9169b575ef79,2018,1,
336,安徽,340000,37aa9169b575ef79,2018,1,
337,山东,370000,37aa9169b575ef79,2018,1,
338,山西,140000,37aa9169b575ef79,2018,1,
339,广东,440000,37aa9169b575ef79,2018,1,
340,广西,450000,37aa9169b575ef79,2018,1,
341,江苏,320000,37aa9169b575ef79,2018,1,
342,江西,360000,37aa9169b575ef79,2018,1,
343,河北,130000,37aa9169b575ef79,2018,1,
344,河南,410000,37aa9169b575ef79,2018,1,
345,浙江,330000,37aa9169b575ef79,2018,1,
346,湖北,420000,37aa9169b575ef79,2018,1,
347,湖南,430000,37aa9169b575ef79,2018,1,
348,福建,350000,37aa9169b575ef79,2018,1,
349,辽宁,210000,37aa9169b575ef79,2018,1,
350,重庆,500000,37aa9169b575ef79,2018,1,
351,陕西,610000,37aa9169b575ef79,2018,1,
352,黑龙江,230000,37aa9169b575ef79,2018,1,
353,上海,310000,63065128401bb3ff,2018,1,
354,云南,530000,63065128401bb3ff,2018,1,
355,内蒙古,150000,63065128401bb3ff,2018,1,
356,北京,110000,63065128401bb3ff,2018,1,
357,四川,510000,63065128401bb3ff,2018,1,
358,安徽,340000,63065128401bb3ff,2018,1,
359,山东,370000,63065128401bb3ff,2018,1,
360,山西,140000,63065128401bb3ff,2018,1,
361,广东,440000,63065128401bb3ff,2018,1,
362,广西,450000,63065128401bb3ff,2018,1,
363,江苏,320000,63065128401bb3ff,2018,1,
364,江西,360000,63065128401bb3ff,2018,1,
365,河北,130000,63065128401bb3ff,2018,1,
366,河南,410000,63065128401bb3ff,2018,1,
367,浙江,330000,63065128401bb3ff,2018,1,
368,湖北,420000,63065128401bb3ff,2018,1,
369,湖南,430000,63065128401bb3ff,2018,1,
370,福建,350000,63065128401bb3ff,2018,1,
371,辽宁,210000,63065128401bb3ff,2018,1,
372,重庆,500000,63065128401bb3ff,2018,1,
373,陕西,610000,63065128401bb3ff,2018,1,
374,黑龙江,230000,63065128401bb3ff,2018,1,
375,上海,310000,ea489c253676aafc,2018,1,
376,云南,530000,ea489c253676aafc,2018,1,
377,内蒙古,150000,ea489c253676aafc,2018,1,
378,北京,110000,ea489c253676aafc,2018,1,
379,四川,510000,ea489c253676aafc,2018,1,
380,安徽,340000,ea489c253676aafc,2018,1,
381,山东,370000,ea489c253676aafc,2018,1,
382,山西,140000,ea489c253676aafc,2018,1,
383,广东,440000,ea489c253676aafc,2018,1,
384,广西,450000,ea489c253676aafc,2018,1,
385,江苏,320000,ea489c253676aafc,2018,1,
386,江西,360000,ea489c253676aafc,2018,1,
387,河北,130000,ea489c253676aafc,2018,1,
388,河南,410000,ea489c253676aafc,2018,1,
389,浙江,330000,ea489c253676aafc,2018,1,
390,湖北,420000,ea489c253676aafc,2018,1,
391,湖南,430000,ea489c253676aafc,2018,1,
392,福建,350000,ea489c253676aafc,2018,1,
393,辽宁,210000,ea489c253676aafc,2018,1,
394,重庆,500000,ea489c253676aafc,2018,1,
395,陕西,610000,ea489c253676aafc,2018,1,
396,黑龙江,230000,ea489c253676aafc,2018,1,
397,上海,310000,cd5841d44fd7625e,2018,1,
398,云南,530000,cd5841d44fd7625e,2018,1,
399,内蒙古,150000,cd5841d44fd7625e,2018,1,
400,北京,110000,cd5841d44fd7625e,2018,1,
401,四川,510000,cd5841d44fd7625e,2018,1,
402,安徽,340000,cd5841d44fd7625e,2018,1,
403,山东,370000,cd5841d44fd7625e,2018,1,
404,山西,140000,cd5841d44fd7625e,2018,1,
405,广东,440000,cd5841d44fd7625e,2018,1,
406,广西,450000,cd5841d44fd7625e,2018,1,
407,江苏,320000,cd5841d44fd7625e,2018,1,
408,江西,360000,cd5841d44fd7625e,2018,1,
409,河北,130000,cd5841d44fd7625e,2018,1,
410,河南,410000,cd5841d44fd7625e,2018,1,
411,浙江,330000,cd5841d44fd7625e,2018,1,
412,湖北,420000,cd5841d44fd7625e,2018,1,
413,湖南,430000,cd5841d44fd7625e,2018,1,
414,福建,350000,cd5841d44fd7625e,2018,1,
415,辽宁,210000,cd5841d44fd7625e,2018,1,
416,重庆,500000,cd5841d44fd7625e,2018,1,
417,陕西,610000,cd5841d44fd7625e,2018,1,
418,黑龙江,230000,cd5841d44fd7625e,2018,1,
419,上海,310000,b25c4e2e3856af22,2018,1,
420,云南,530000,b25c4e2e3856af22,2018,1,
421,内蒙古,150000,b25c4e2e3856af22,2018,1,
422,北京,110000,b25c4e2e3856af22,2018,1,
423,四川,510000,b25c4e2e3856af22,2018,1,
424,安徽,340000,b25c4e2e3856af22,2018,1,
425,山东,370000,b25c4e2e3856af22,2018,1,
426,山西,140000,b25c4e2e3856af22,2018,1,
427,广东,440000,b25c4e2e3856af22,2018,1,
428,广西,450000,b25c4e2e3856af22,2018,1,
429,江苏,320000,b25c4e2e3856af22,2018,1,
430,江西,360000,b25c4e2e3856af22,2018,1,
431,河北,130000,b25c4e2e3856af22,2018,1,
432,河南,410000,b25c4e2e3856af22,2018,1,
433,浙江,330000,b25c4e2e3856af22,2018,1,
434,湖北,420000,b25c4e2e3856af22,2018,1,
435,湖南,430000,b25c4e2e3856af22,2018,1,
436,福建,350000,b25c4e2e3856af22,2018,1,
437,辽宁,210000,b25c4e2e3856af22,2018,1,
438,重庆,500000,b25c4e2e3856af22,2018,1,
439,陕西,610000,b25c4e2e3856af22,2018,1,
440,黑龙江,230000,b25c4e2e3856af22,2018,1,
441,上海,310000,4a103c30d593fbbe,2018,1,
442,云南,530000,4a103c30d593fbbe,2018,1,
443,内蒙古,150000,4a103c30d593fbbe,2018,1,
444,北京,110000,4a103c30d593fbbe,2018,1,
445,四川,510000,4a103c30d593fbbe,2018,1,
446,安徽,340000,4a103c30d593fbbe,2018,1,
447,山东,370000,4a103c30d593fbbe,2018,1,
448,山西,140000,4a103c30d593fbbe,2018,1,
449,广东,440000,4a103c30d593fbbe,2018,1,
450,广西,450000,4a103c30d593fbbe,2018,1,
451,江苏,320000,4a103c30d593fbbe,2018,1,
452,江西,360000,4a103c30d593fbbe,2018,1,
453,河北,130000,4a103c30d593fbbe,2018,1,
454,河南,410000,4a103c30d593fbbe,2018,1,
455,浙江,330000,4a103c30d593fbbe,2018,1,
456,湖北,420000,4a103c30d593fbbe,2018,1,
457,湖南,430000,4a103c30d593fbbe,2018,1,
458,福建,350000,4a103c30d593fbbe,2018,1,
459,辽宁,210000,4a103c30d593fbbe,2018,1,
460,重庆,500000,4a103c30d593fbbe,2018,1,
461,陕西,610000,4a103c30d593fbbe,2018,1,
462,黑龙江,230000,4a103c30d593fbbe,2018,1,
463,上海,310000,7a7885e2d7c00bcf,2018,1,
464,云南,530000,7a7885e2d7c00bcf,2018,1,
465,内蒙古,150000,7a7885e2d7c00bcf,2018,1,
466,北京,110000,7a7885e2d7c00bcf,2018,1,
467,四川,510000,7a7885e2d7c00bcf,2018,1,
468,安徽,340000,7a7885e2d7c00bcf,2018,1,
469,山东,370000,7a7885e2d7c00bcf,2018,1,
470,山西,140000,7a7885e2d7c00bcf,2018,1,
471,广东,440000,7a7885e2d7c00bcf,2018,1,
472,广西,450000,7a7885e2d7c00bcf,2018,1,
473,江苏,320000,7a7885e2d7c00bcf,2018,1,
474,江西,360000,7a7885e2d7c00bcf,2018,1,
475,河北,130000,7a7885e2d7c00bcf,2018,1,
476,河南,410000,7a7885e2d7c00bcf,2018,1,
477,浙江,330000,7a7885e2d7c00bcf,2018,1,
478,湖北,420000,7a7885e2d7c00bcf,2018,1,
479,湖南,430000,7a7885e2d7c00bcf,2018,1,
480,福建,350000,7a7885e2d7c00bcf,2018,1,
481,辽宁,210000,7a7885e2d7c00bcf,2018,1,
482,重庆,500000,7a7885e2d7c00bcf,2018,1,
483,陕西,610000,7a7885e2d7c00bcf,2018,1,
484,黑龙江,230000,7a7885e2d7c00bcf,2018,1,
485,上海,310000,346393c2c6305fb1,2018,1,
486,云南,530000,346393c2c6305fb1,2018,1,
487,内蒙古,150000,346393c2c6305fb1,2018,1,
488,北京,110000,346393c2c6305fb1,2018,1,
489,四川,510000,346393c2c6305fb1,2018,1,
490,安徽,340000,346393c2c6305fb1,2018,1,
491,山东,370000,346393c2c6305fb1,2018,1,
492,山西,140000,346393c2c6305fb1,2018,1,
493,广东,440000,346393c2c6305fb1,2018,1,
494,广西,450000,346393c2c6305fb1,2018,1,
495,江苏,320000,346393c2c6305fb1,2018,1,
496,江西,360000,346393c2c6305fb1,2018,1,
497,河北,130000,346393c2c6305fb1,2018,1,
498,河南,410000,346393c2c6305fb1,2018,1,
499,浙江,330000,346393c2c6305fb1,2018,1,
500,湖北,420000,346393c2c6305fb1,2018,1,
501,湖南,430000,346393c2c6305fb1,2018,1,
502,福建,350000,346393c2c6305fb1,2018,1,
503,辽宁,210000,346393c2c6305fb1,2018,1,
504,重庆,500000,346393c2c6305fb1,2018,1,
505,陕西,610000,346393c2c6305fb1,2018,1,
506,黑龙江,230000,346393c2c6305fb1,2018,1,
507,上海,310000,02aab221aabc03b9,2018,1,
508,云南,530000,02aab221aabc03b9,2018,1,
509,内蒙古,150000,02aab221aabc03b9,2018,1,
510,北京,110000,02aab221aabc03b9,2018,1,
511,四川,510000,02aab221aabc03b9,2018,1,
512,安徽,340000,02aab221aabc03b9,2018,1,
513,山东,370000,02aab221aabc03b9,2018,1,
514,山西,140000,02aab221aabc03b9,2018,1,
515,广东,440000,02aab221aabc03b9,2018,1,
516,广西,450000,02aab221aabc03b9,2018,1,
517,江苏,320000,02aab221aabc03b9,2018,1,
518,江西,360000,02aab221aabc03b9,2018,1,
519,河北,130000,02aab221aabc03b9,2018,1,
520,河南,410000,02aab221aabc03b9,2018,1,
521,浙江,330000,02aab221aabc03b9,2018,1,
522,湖北,420000,02aab221aabc03b9,2018,1,
523,湖南,430000,02aab221aabc03b9,2018,1,
524,福建,350000,02aab221aabc03b9,2018,1,
