province,adcode,model,regYear,regMonth,popularity
河南,410000,28e29f2c03dcd84c,2017,5,1364
河南,410000,28e29f2c03dcd84c,2017,6,1457
河南,410000,28e29f2c03dcd84c,2017,7,1364
河南,410000,28e29f2c03dcd84c,2017,8,1357
河南,410000,28e29f2c03dcd84c,2017,9,1743
河南,410000,28e29f2c03dcd84c,2017,10,1728
河南,410000,28e29f2c03dcd84c,2017,11,1499
河南,410000,28e29f2c03dcd84c,2017,12,2539
河南,410000,fc32b1a017b34efe,2016,1,9062
河南,410000,fc32b1a017b34efe,2016,2,9175
河南,410000,fc32b1a017b34efe,2016,3,6144
河南,410000,fc32b1a017b34efe,2016,4,5105
河南,410000,fc32b1a017b34efe,2016,5,5182
河南,410000,fc32b1a017b34efe,2016,6,4691
河南,410000,fc32b1a017b34efe,2016,7,5072
河南,410000,fc32b1a017b34efe,2016,8,5812
河南,410000,fc32b1a017b34efe,2016,9,6440
河南,410000,fc32b1a017b34efe,2016,10,6952
河南,410000,fc32b1a017b34efe,2016,11,6391
河南,410000,fc32b1a017b34efe,2016,12,6196
河南,410000,fc32b1a017b34efe,2017,1,5682
河南,410000,fc32b1a017b34efe,2017,2,5551
河南,410000,fc32b1a017b34efe,2017,3,3832
河南,410000,fc32b1a017b34efe,2017,4,2540
河南,410000,fc32b1a017b34efe,2017,5,2838
河南,410000,fc32b1a017b34efe,2017,6,3070
河南,410000,fc32b1a017b34efe,2017,7,2617
河南,410000,fc32b1a017b34efe,2017,8,2895
河南,410000,fc32b1a017b34efe,2017,9,3944
河南,410000,fc32b1a017b34efe,2017,10,3294
河南,410000,fc32b1a017b34efe,2017,11,3406
河南,410000,fc32b1a017b34efe,2017,12,3491
河南,410000,8c915fe4632fb9fa,2016,1,3581
河南,410000,8c915fe4632fb9fa,2016,2,3955
河南,410000,8c915fe4632fb9fa,2016,3,2570
河南,410000,8c915fe4632fb9fa,2016,4,2367
河南,410000,8c915fe4632fb9fa,2016,5,2652
河南,410000,8c915fe4632fb9fa,2016,6,2562
河南,410000,8c915fe4632fb9fa,2016,7,2687
河南,410000,8c915fe4632fb9fa,2016,8,2785
河南,410000,8c915fe4632fb9fa,2016,9,3304
河南,410000,8c915fe4632fb9fa,2016,10,3548
河南,410000,8c915fe4632fb9fa,2016,11,3629
河南,410000,8c915fe4632fb9fa,2016,12,3819
河南,410000,8c915fe4632fb9fa,2017,1,3619
河南,410000,8c915fe4632fb9fa,2017,2,3686
河南,410000,8c915fe4632fb9fa,2017,3,3729
河南,410000,8c915fe4632fb9fa,2017,4,3210
河南,410000,8c915fe4632fb9fa,2017,5,3670
河南,410000,8c915fe4632fb9fa,2017,6,3445
河南,410000,8c915fe4632fb9fa,2017,7,3134
河南,410000,8c915fe4632fb9fa,2017,8,3254
河南,410000,8c915fe4632fb9fa,2017,9,3415
河南,410000,8c915fe4632fb9fa,2017,10,3618
河南,410000,8c915fe4632fb9fa,2017,11,3185
河南,410000,8c915fe4632fb9fa,2017,12,3135
河南,410000,936168bd4850913d,2016,1,671
河南,410000,936168bd4850913d,2016,2,543
河南,410000,936168bd4850913d,2016,3,455
河南,410000,936168bd4850913d,2016,4,400
河南,410000,936168bd4850913d,2016,5,335
河南,410000,936168bd4850913d,2016,6,335
河南,410000,936168bd4850913d,2016,7,268
河南,410000,936168bd4850913d,2016,8,242
河南,410000,936168bd4850913d,2016,9,397
河南,410000,936168bd4850913d,2016,10,320
河南,410000,936168bd4850913d,2016,11,237
河南,410000,936168bd4850913d,2016,12,233
河南,410000,936168bd4850913d,2017,1,214
河南,410000,936168bd4850913d,2017,2,245
河南,410000,936168bd4850913d,2017,3,393
河南,410000,936168bd4850913d,2017,4,351
河南,410000,936168bd4850913d,2017,5,628
河南,410000,936168bd4850913d,2017,6,455
河南,410000,936168bd4850913d,2017,7,542
河南,410000,936168bd4850913d,2017,8,663
河南,410000,936168bd4850913d,2017,9,913
河南,410000,936168bd4850913d,2017,10,553
河南,410000,936168bd4850913d,2017,11,679
河南,410000,936168bd4850913d,2017,12,883
河南,410000,06880909932890ca,2016,1,2996
河南,410000,06880909932890ca,2016,2,3096
河南,410000,06880909932890ca,2016,3,2379
河南,410000,06880909932890ca,2016,4,2195
河南,410000,06880909932890ca,2016,5,2331
河南,410000,06880909932890ca,2016,6,2377
河南,410000,06880909932890ca,2016,7,2390
河南,410000,06880909932890ca,2016,8,2362
河南,410000,06880909932890ca,2016,9,2318
河南,410000,06880909932890ca,2016,10,2462
河南,410000,06880909932890ca,2016,11,2315
河南,410000,06880909932890ca,2016,12,2648
河南,410000,06880909932890ca,2017,1,2589
河南,410000,06880909932890ca,2017,2,2651
河南,410000,06880909932890ca,2017,3,1893
河南,410000,06880909932890ca,2017,4,1672
河南,410000,06880909932890ca,2017,5,2025
河南,410000,06880909932890ca,2017,6,2244
河南,410000,06880909932890ca,2017,7,1943
河南,410000,06880909932890ca,2017,8,1982
河南,410000,06880909932890ca,2017,9,2083
河南,410000,06880909932890ca,2017,10,2345
河南,410000,06880909932890ca,2017,11,2217
河南,410000,06880909932890ca,2017,12,2234
河南,410000,d4efbebb087fd03f,2016,1,19955
河南,410000,d4efbebb087fd03f,2016,2,5563
河南,410000,d4efbebb087fd03f,2016,3,3888
河南,410000,d4efbebb087fd03f,2016,4,3700
河南,410000,d4efbebb087fd03f,2016,5,3873
河南,410000,d4efbebb087fd03f,2016,6,3024
河南,410000,d4efbebb087fd03f,2016,7,2805
河南,410000,d4efbebb087fd03f,2016,8,2573
河南,410000,d4efbebb087fd03f,2016,9,2702
河南,410000,d4efbebb087fd03f,2016,10,2647
河南,410000,d4efbebb087fd03f,2016,11,2820
河南,410000,d4efbebb087fd03f,2016,12,3320
河南,410000,d4efbebb087fd03f,2017,1,3180
河南,410000,d4efbebb087fd03f,2017,2,3050
河南,410000,d4efbebb087fd03f,2017,3,16181
河南,410000,d4efbebb087fd03f,2017,4,19305
河南,410000,d4efbebb087fd03f,2017,5,4848
河南,410000,d4efbebb087fd03f,2017,6,4796
河南,410000,d4efbebb087fd03f,2017,7,4114
河南,410000,d4efbebb087fd03f,2017,8,4381
河南,410000,d4efbebb087fd03f,2017,9,4795
河南,410000,d4efbebb087fd03f,2017,10,6023
河南,410000,d4efbebb087fd03f,2017,11,11179
河南,410000,d4efbebb087fd03f,2017,12,26374
河南,410000,fde95ea242abd896,2016,1,4644
河南,410000,fde95ea242abd896,2016,2,4435
河南,410000,fde95ea242abd896,2016,3,3421
河南,410000,fde95ea242abd896,2016,4,2999
河南,410000,fde95ea242abd896,2016,5,3080
河南,410000,fde95ea242abd896,2016,6,3512
河南,410000,fde95ea242abd896,2016,7,3608
河南,410000,fde95ea242abd896,2016,8,3747
河南,410000,fde95ea242abd896,2016,9,4410
河南,410000,fde95ea242abd896,2016,10,4258
河南,410000,fde95ea242abd896,2016,11,4232
河南,410000,fde95ea242abd896,2016,12,4563
河南,410000,fde95ea242abd896,2017,1,4687
河南,410000,fde95ea242abd896,2017,2,4954
河南,410000,fde95ea242abd896,2017,3,3405
河南,410000,fde95ea242abd896,2017,4,2415
河南,410000,fde95ea242abd896,2017,5,2414
河南,410000,fde95ea242abd896,2017,6,2179
河南,410000,fde95ea242abd896,2017,7,2180
河南,410000,fde95ea242abd896,2017,8,2418
河南,410000,fde95ea242abd896,2017,9,2639
河南,410000,fde95ea242abd896,2017,10,2648
河南,410000,fde95ea242abd896,2017,11,2681
河南,410000,fde95ea242abd896,2017,12,2008
河南,410000,f270f6a489c6a9d7,2016,1,3916
河南,410000,f270f6a489c6a9d7,2016,2,3341
河南,410000,f270f6a489c6a9d7,2016,3,2374
河南,410000,f270f6a489c6a9d7,2016,4,2157
河南,410000,f270f6a489c6a9d7,2016,5,2446
河南,410000,f270f6a489c6a9d7,2016,6,2426
河南,410000,f270f6a489c6a9d7,2016,7,2422
河南,410000,f270f6a489c6a9d7,2016,8,2595
河南,410000,f270f6a489c6a9d7,2016,9,2736
河南,410000,f270f6a489c6a9d7,2016,10,3021
河南,410000,f270f6a489c6a9d7,2016,11,3559
河南,410000,f270f6a489c6a9d7,2016,12,4520
河南,410000,f270f6a489c6a9d7,2017,1,3455
河南,410000,f270f6a489c6a9d7,2017,2,3569
河南,410000,f270f6a489c6a9d7,2017,3,2820
河南,410000,f270f6a489c6a9d7,2017,4,2512
河南,410000,f270f6a489c6a9d7,2017,5,2776
河南,410000,f270f6a489c6a9d7,2017,6,2604
河南,410000,f270f6a489c6a9d7,2017,7,1765
河南,410000,f270f6a489c6a9d7,2017,8,1355
河南,410000,f270f6a489c6a9d7,2017,9,1143
河南,410000,f270f6a489c6a9d7,2017,10,1708
河南,410000,f270f6a489c6a9d7,2017,11,2412
河南,410000,f270f6a489c6a9d7,2017,12,2871
河南,410000,cd5841d44fd7625e,2016,1,2905
河南,410000,cd5841d44fd7625e,2016,2,4029
河南,410000,cd5841d44fd7625e,2016,3,2799
河南,410000,cd5841d44fd7625e,2016,4,2508
河南,410000,cd5841d44fd7625e,2016,5,2193
河南,410000,cd5841d44fd7625e,2016,6,2016
河南,410000,cd5841d44fd7625e,2016,7,1943
河南,410000,cd5841d44fd7625e,2016,8,1818
河南,410000,cd5841d44fd7625e,2016,9,1871
河南,410000,cd5841d44fd7625e,2016,10,1811
河南,410000,cd5841d44fd7625e,2016,11,1739
河南,410000,cd5841d44fd7625e,2016,12,1855
河南,410000,cd5841d44fd7625e,2017,1,2333
河南,410000,cd5841d44fd7625e,2017,2,2458
河南,410000,cd5841d44fd7625e,2017,3,2029
河南,410000,cd5841d44fd7625e,2017,4,1783
河南,410000,cd5841d44fd7625e,2017,5,2326
河南,410000,cd5841d44fd7625e,2017,6,2261
河南,410000,cd5841d44fd7625e,2017,7,2254
河南,410000,cd5841d44fd7625e,2017,8,2132
河南,410000,cd5841d44fd7625e,2017,9,2370
河南,410000,cd5841d44fd7625e,2017,10,2757
河南,410000,cd5841d44fd7625e,2017,11,3157
河南,410000,cd5841d44fd7625e,2017,12,3284
河南,410000,97f15de12cfabbd5,2016,1,3102
河南,410000,97f15de12cfabbd5,2016,2,3137
河南,410000,97f15de12cfabbd5,2016,3,2539
河南,410000,97f15de12cfabbd5,2016,4,2202
河南,410000,97f15de12cfabbd5,2016,5,2383
河南,410000,97f15de12cfabbd5,2016,6,2136
河南,410000,97f15de12cfabbd5,2016,7,2084
河南,410000,97f15de12cfabbd5,2016,8,2046
河南,410000,97f15de12cfabbd5,2016,9,2285
河南,410000,97f15de12cfabbd5,2016,10,2618
河南,410000,97f15de12cfabbd5,2016,11,2561
河南,410000,97f15de12cfabbd5,2016,12,3012
河南,410000,97f15de12cfabbd5,2017,1,3272
河南,410000,97f15de12cfabbd5,2017,2,3705
河南,410000,97f15de12cfabbd5,2017,3,3288
河南,410000,97f15de12cfabbd5,2017,4,2690
河南,410000,97f15de12cfabbd5,2017,5,3004
河南,410000,97f15de12cfabbd5,2017,6,3128
河南,410000,97f15de12cfabbd5,2017,7,3119
河南,410000,97f15de12cfabbd5,2017,8,3171
河南,410000,97f15de12cfabbd5,2017,9,3239
河南,410000,97f15de12cfabbd5,2017,10,3664
河南,410000,97f15de12cfabbd5,2017,11,3173
河南,410000,97f15de12cfabbd5,2017,12,3945
河南,410000,f8a6975573af1b33,2016,1,7564
河南,410000,f8a6975573af1b33,2016,2,9035
河南,410000,f8a6975573af1b33,2016,3,5692
河南,410000,f8a6975573af1b33,2016,4,4814
河南,410000,f8a6975573af1b33,2016,5,4222
河南,410000,f8a6975573af1b33,2016,6,4330
河南,410000,f8a6975573af1b33,2016,7,5473
河南,410000,f8a6975573af1b33,2016,8,5776
河南,410000,f8a6975573af1b33,2016,9,6773
河南,410000,f8a6975573af1b33,2016,10,7332
河南,410000,f8a6975573af1b33,2016,11,6870
河南,410000,f8a6975573af1b33,2016,12,7637
河南,410000,f8a6975573af1b33,2017,1,7200
河南,410000,f8a6975573af1b33,2017,2,7545
河南,410000,f8a6975573af1b33,2017,3,5460
河南,410000,f8a6975573af1b33,2017,4,3764
河南,410000,f8a6975573af1b33,2017,5,4024
河南,410000,f8a6975573af1b33,2017,6,4036
河南,410000,f8a6975573af1b33,2017,7,3500
河南,410000,f8a6975573af1b33,2017,8,3327
河南,410000,f8a6975573af1b33,2017,9,3282
河南,410000,f8a6975573af1b33,2017,10,3143
河南,410000,f8a6975573af1b33,2017,11,4404
河南,410000,f8a6975573af1b33,2017,12,5326
河南,410000,3e21824be728cbec,2016,1,3915
河南,410000,3e21824be728cbec,2016,2,4339
河南,410000,3e21824be728cbec,2016,3,3111
河南,410000,3e21824be728cbec,2016,4,2635
河南,410000,3e21824be728cbec,2016,5,3146
河南,410000,3e21824be728cbec,2016,6,3156
河南,410000,3e21824be728cbec,2016,7,3384
河南,410000,3e21824be728cbec,2016,8,3576
河南,410000,3e21824be728cbec,2016,9,3509
河南,410000,3e21824be728cbec,2016,10,4029
河南,410000,3e21824be728cbec,2016,11,3490
河南,410000,3e21824be728cbec,2016,12,3735
河南,410000,3e21824be728cbec,2017,1,3172
河南,410000,3e21824be728cbec,2017,2,3282
河南,410000,3e21824be728cbec,2017,3,2311
河南,410000,3e21824be728cbec,2017,4,2115
河南,410000,3e21824be728cbec,2017,5,2660
河南,410000,3e21824be728cbec,2017,6,2305
河南,410000,3e21824be728cbec,2017,7,2358
河南,410000,3e21824be728cbec,2017,8,2589
河南,410000,3e21824be728cbec,2017,9,2639
河南,410000,3e21824be728cbec,2017,10,2560
河南,410000,3e21824be728cbec,2017,11,1856
河南,410000,3e21824be728cbec,2017,12,2216
河南,410000,3c974920a76ac9c1,2016,1,3483
河南,410000,3c974920a76ac9c1,2016,2,4808
河南,410000,3c974920a76ac9c1,2016,3,3290
河南,410000,3c974920a76ac9c1,2016,4,2760
河南,410000,3c974920a76ac9c1,2016,5,2837
河南,410000,3c974920a76ac9c1,2016,6,2686
河南,410000,3c974920a76ac9c1,2016,7,2724
河南,410000,3c974920a76ac9c1,2016,8,2880
河南,410000,3c974920a76ac9c1,2016,9,3441
河南,410000,3c974920a76ac9c1,2016,10,3452
河南,410000,3c974920a76ac9c1,2016,11,3360
河南,410000,3c974920a76ac9c1,2016,12,3387
河南,410000,3c974920a76ac9c1,2017,1,3603
河南,410000,3c974920a76ac9c1,2017,2,3635
河南,410000,3c974920a76ac9c1,2017,3,2296
河南,410000,3c974920a76ac9c1,2017,4,1624
河南,410000,3c974920a76ac9c1,2017,5,1920
河南,410000,3c974920a76ac9c1,2017,6,1880
河南,410000,3c974920a76ac9c1,2017,7,1528
河南,410000,3c974920a76ac9c1,2017,8,1567
河南,410000,3c974920a76ac9c1,2017,9,1626
河南,410000,3c974920a76ac9c1,2017,10,2177
河南,410000,3c974920a76ac9c1,2017,11,1641
河南,410000,3c974920a76ac9c1,2017,12,1801
河南,410000,54fc07138d70374c,2016,1,5579
河南,410000,54fc07138d70374c,2016,2,5812
河南,410000,54fc07138d70374c,2016,3,5134
河南,410000,54fc07138d70374c,2016,4,4220
河南,410000,54fc07138d70374c,2016,5,4416
河南,410000,54fc07138d70374c,2016,6,5033
河南,410000,54fc07138d70374c,2016,7,4806
河南,410000,54fc07138d70374c,2016,8,4920
河南,410000,54fc07138d70374c,2016,9,5337
河南,410000,54fc07138d70374c,2016,10,5806
河南,410000,54fc07138d70374c,2016,11,5270
河南,410000,54fc07138d70374c,2016,12,6239
河南,410000,54fc07138d70374c,2017,1,5692
河南,410000,54fc07138d70374c,2017,2,6054
河南,410000,54fc07138d70374c,2017,3,4671
河南,410000,54fc07138d70374c,2017,4,3916
河南,410000,54fc07138d70374c,2017,5,3922
河南,410000,54fc07138d70374c,2017,6,3987
河南,410000,54fc07138d70374c,2017,7,3105
河南,410000,54fc07138d70374c,2017,8,3157
河南,410000,54fc07138d70374c,2017,9,3315
河南,410000,54fc07138d70374c,2017,10,3614
河南,410000,54fc07138d70374c,2017,11,3198
河南,410000,54fc07138d70374c,2017,12,3198
河南,410000,da457d15788fe8ee,2016,1,6667
河南,410000,da457d15788fe8ee,2016,2,8241
河南,410000,da457d15788fe8ee,2016,3,6152
河南,410000,da457d15788fe8ee,2016,4,5819
河南,410000,da457d15788fe8ee,2016,5,6363
河南,410000,da457d15788fe8ee,2016,6,5922
河南,410000,da457d15788fe8ee,2016,7,5945
河南,410000,da457d15788fe8ee,2016,8,6114
河南,410000,da457d15788fe8ee,2016,9,6762
河南,410000,da457d15788fe8ee,2016,10,7216
河南,410000,da457d15788fe8ee,2016,11,6315
河南,410000,da457d15788fe8ee,2016,12,6915
河南,410000,da457d15788fe8ee,2017,1,7581
河南,410000,da457d15788fe8ee,2017,2,7874
河南,410000,da457d15788fe8ee,2017,3,7350
河南,410000,da457d15788fe8ee,2017,4,6922
河南,410000,da457d15788fe8ee,2017,5,7958
河南,410000,da457d15788fe8ee,2017,6,7109
河南,410000,da457d15788fe8ee,2017,7,7932
河南,410000,da457d15788fe8ee,2017,8,10139
河南,410000,da457d15788fe8ee,2017,9,10631
河南,410000,da457d15788fe8ee,2017,10,8244
河南,410000,da457d15788fe8ee,2017,11,11606
河南,410000,da457d15788fe8ee,2017,12,14514
河南,410000,ef76a85c4b39f693,2016,1,10085
河南,410000,ef76a85c4b39f693,2016,2,12213
河南,410000,ef76a85c4b39f693,2016,3,9539
河南,410000,ef76a85c4b39f693,2016,4,8842
河南,410000,ef76a85c4b39f693,2016,5,9464
河南,410000,ef76a85c4b39f693,2016,6,8292
河南,410000,ef76a85c4b39f693,2016,7,8951
河南,410000,ef76a85c4b39f693,2016,8,9186
河南,410000,ef76a85c4b39f693,2016,9,11027
河南,410000,ef76a85c4b39f693,2016,10,10565
河南,410000,ef76a85c4b39f693,2016,11,9234
河南,410000,ef76a85c4b39f693,2016,12,10316
河南,410000,ef76a85c4b39f693,2017,1,10219
河南,410000,ef76a85c4b39f693,2017,2,10827
河南,410000,ef76a85c4b39f693,2017,3,9617
河南,410000,ef76a85c4b39f693,2017,4,8559
河南,410000,ef76a85c4b39f693,2017,5,9481
河南,410000,ef76a85c4b39f693,2017,6,8937
河南,410000,ef76a85c4b39f693,2017,7,9736
河南,410000,ef76a85c4b39f693,2017,8,10648
